,genres_str,app_name,release_date,price,game_id,developer,year,user_id,user_reviews_item_id,review,posted_date,items_count,steam_id,users_items_item_id,item_name,playtime_forever,playtime_2weeks,recommend
35,indie,Loadout,2014-01-31,-1.0,208090,Edge of Reality,2014,GuruHumdyMumdy,208090,"When I first played this game it was very easy to get used to. With quick action from TF2 but as you get more health and the weapons are not as powerful, you require more stratigic moves as in Dota 2 or even LoL. A great combination! I recomended this game to many of my friends and we play it all the time. Great game,10/10",2013-12-04,165,76561197971952198,208090,Loadout,16,0,1
1730,earlyaccess,Rust,2013-12-11,19.989999771118164,252490,Facepunch Studios,2013,76561198075863151,252490,I murdered a guy for chicken and clothes.,2014-01-21,10,76561198059575326,252490,Rust,4329,0,1
12281,indie,Deponia,2012-08-06,9.989999771118164,214340,Daedalic Entertainment,2012,76561198096068574,214340,Best adventure game i've ever played~,2015-04-18,45,76561198059746378,214340,Deponia,0,0,1
1471,rpg,Terraria,2011-05-16,9.989999771118164,105600,Re-Logic,2011,gamingislife,105600,"So good, packed with fun servers, it's better and more exciting then Minecraft. More blocks, and better npc's!",2014-07-15,2,76561198059555651,105600,Terraria,644,0,1
25340,rpg,Defiance,2014-06-04,-1.0,224600,"Trion Worlds, Inc.",2014,76561198064484479,224600,"Defiance, despite its many bugs and glitches is a very fun game. I must say you need quite alot of patiance to play this, as pop in objects and enimes happen alot :l I'd give this game a solid 7.5/8 out of ten.",2014-01-13,332,76561197971851704,224600,Defiance,1325,0,1
14760,videoproduction,FaceRig,2015-07-07,14.989999771118164,274920,Holotech Studios,2015,elite_m8,274920,"Really good application, but it needs to allow people to add models from the internet. Make sure your camera is decent and has a high FPS before you get this.",2014-10-02,373,76561197972244272,274920,FaceRig,154,0,1
22843,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,JackkSTEAM,730,all round good game,2024-01-11,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,1
8241,rpg,The Elder Scrolls III: Morrowind® Game of the Year Edition,2002-04-29,14.989999771118164,22320,Bethesda Game Studios,2002,nitr0ticwolf,22320,great game.,2015-12-12,1409,76561197971666535,22320,The Elder Scrolls III: Morrowind,0,0,1
1422,rpg,The Binding of Isaac,2011-09-28,4.989999771118164,113200,Edmund McMillen and Florian Himsl,2011,adrianp74,113200,It's pretty good.,2014-08-18,77,76561198059584657,113200,The Binding of Isaac,31,0,1
2856,freetoplay,Evolve Stage 2,2015-02-10,-1.0,273350,Turtle Rock Studios,2015,venbeer,273350,"Pros:- Very fun for a free 2 play release- Good optimization, but very demanding- In-game currency doesn't take forever to buy somethingCons:- Wraith is broken- Need more jetpack boost",2024-07-12,71,76561198059584051,273350,Evolve Stage 2,277,0,1
24122,action,Left 4 Dead 2,2009-11-16,19.989999771118164,550,Valve,2009,76561198040257934,550,"Hey YoZombies and lots of ammo, say no more!Good Four player Coop game with a number of modes to play.Yes I do recommend this game.",2012-09-08,100,76561197971662256,550,Left 4 Dead 2,0,0,1
17591,rpg,Terraria,2011-05-16,9.989999771118164,105600,Re-Logic,2011,GeneralDarmon,105600,good game a bit hard but you get used to losing all your coins 8.5/10,2014-08-05,2,76561198059555651,105600,Terraria,644,0,1
2055,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,assperabass,730,Excelente juego!,2014-01-21,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,1
8292,indie,No More Room in Hell,2011-10-31,-1.0,224260,No More Room in Hell Team,2011,YourOwnMax,224260,Like a combination of HL2 And l4d,2013-11-16,29,76561198059555148,224260,No More Room in Hell,383,0,1
25810,simulation,Garry's Mod,2006-11-29,9.989999771118164,4000,Facepunch Studios,2006,atom4399,4000,"A great sandbox game with your imaginatin as the limits of what you can achive. Gamemodes are great and the workshop just makes it better, but the complexity of the tools can be a bit fiddily at first but just make sure u watch some tutorials before jumpin in to games",2014-11-21,1,76561198059560580,4000,Garry's Mod,3329,0,1
2974,Unknown,PAYDAY 2,1970-01-01,4.989999771118164,218620,Unknown,1970,Woodyjoseph,218620,Its Like cod but your a robber and doing more hiest then ever before,2013-10-01,121,76561198059566639,218620,PAYDAY 2,209,0,1
17612,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,halback4,730,"Yes, the game is dank",2014-11-14,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,1
13416,strategy,Arma 3,2013-09-12,39.9900016784668,107410,Bohemia Interactive,2013,76561198063620984,107410,"- timo Simulador de Guerra!! Pra quem joga FPS, vai achar a movimenta  o um pouco dif cil no come o, recomendo jogar a campanha para se familiarizar com o teclado e seus comandos, antes de tentar o multiplay!!",2014-07-04,223,76561197972224447,107410,Arma 3,1872,0,1
13484,indie,AdVenture Capitalist,2015-03-30,-1.0,346900,Hyper Hippo Games,2015,63Hayden,346900,Time-wasting in its finest hour.,2015-06-27,300,76561198059582003,346900,AdVenture Capitalist,1518,0,1
22051,rpg,Mount & Blade: Warband,2010-03-31,19.989999771118164,48700,TaleWorlds Entertainment,2010,Bradstuffer,48700,"Incredibly addicting game, especially once you've installed some custom modules from the community.Made it near impossible to motivate myself to study for exams. 10/10 would procrastinate again.",2014-06-22,300,76561198059582003,48700,Mount & Blade: Warband,6484,0,1
1635,strategy,Arma 3,2013-09-12,39.9900016784668,107410,Bohemia Interactive,2013,Sam_Slade,107410,Install the AI helper and C2 Command Mods... download DUWS Campaign ...Sell all my crappy Counterstrike fingerpaint guns...Never play another FPS... ,2024-05-19,223,76561197972224447,107410,Arma 3,1872,0,1
18475,rpg,Spiral Knights,2011-06-14,-1.0,99900,Grey Havens,2011,Lotharrock,99900,es un buen juego es de rol para la gente que le guste juegos de rol,2013-06-14,5,76561198059562890,99900,Spiral Knights,3604,0,1
18914,adventure,Grand Theft Auto V,2015-04-14,39.9900016784668,271590,Rockstar North,2015,LieutenantFury,271590,Loading GTA Online Simulator 2015,2024-01-11,77,76561197971688382,271590,Grand Theft Auto V,2008,0,1
19386,simulation,Garry's Mod,2006-11-29,9.989999771118164,4000,Facepunch Studios,2006,76561198063316459,4000,A hot game to sink my gherkin into whenever im bored.,2014-10-15,1,76561198059560580,4000,Garry's Mod,3329,0,1
12078,indie,Time Clickers,2015-07-23,-1.0,385770,Proton Studio Inc,2015,Astrelt,385770,"Where to start? This game, is nuts! I am a GIANT clicker fan, starting with cookie clicker, to Adventure Capatalist (of what is more of an Idle game) to Clicker Heroes! But this clicker is my favourite.  Here's why.1. It has AIMING! As with all bland games, aiming makes things better! Such as my favourite MMO of all time, Wildstar.So when this clicker had aiming I knew it was worth a ""Shot"". (Yes, that was a pun).2. It was based on one of the coolest games in the VR Universe, Time Rifters. To be based in the same scenery is a lovely trip to your brains memory compartment, if you haven't seen that game, then it's just a cool place to be in general.3. Its got great progression! Not at one point did I feel It was going too fast or too slow, and when I needed money the most, a Rainbow Money Ball would come along and help me out!So in total this is the greatest Clicker/Idle/Shooter of all time! If you are not sure, give it a try!",2015-07-26,42,76561198059670781,385770,Time Clickers,32,0,1
28354,adventure,Batman™: Arkham Knight,2015-06-23,19.989999771118164,208650,Rocksteady Studios,2015,JarpsAU,208650,"To be honest, Arkham Knight is not as bad as people said it was. Yes the port is terrible, but its story is still quite good. The only problem I have is the batmobile. Why do you, Rocksteady, think it is ok for half of the game to be based in a need for speed with guns chase? It doesn't make sense. Just make it how it was in Arkham City, that was a better version of this game. Overall, Rocksteady, next time have your original team working on the port and don't make half the game a car game with ""friendly"" as they call it, guns.6.5/10 - Buy it for a cheap prices if you want the game. The port is better, but it still is a car game.",2024-08-28,105,76561198059749348,208650,Batman : Arkham Knight,2069,0,1
25341,rpg,Borderlands 2,2012-09-17,19.989999771118164,49520,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012,76561198045808913,49520,"A ""Loot-Tastic"" adventure for the whole family. 8.5/10",2014-07-17,1409,76561197971666535,49520,Borderlands 2,8668,0,1
13593,action,Dead Space™ 2,2011-01-25,19.989999771118164,47780,Visceral Games,2011,maculain,47780,"De por si asusta no tanto como el primero y el tercero pero ,esta muy bueno",2014-10-23,868,76561197971763633,47780,Dead Space 2,0,0,1
21079,simulation,Slime Rancher,2017-08-01,19.989999771118164,433340,Monomi Park,2017,76561198016602703,433340,"Slime Rancher is a very happy place to go to when you have nothing to do just buy the game its fun and really nice to explore (if you dont watch many videos first) The slimes are cute, the gameplay is amazing and the music is fantastic.only problem is the very minimal lag with alot of slimes or a bad graphics card thats the only problem with it. No bugs and i mean NO bugs i could go searching or just play the game normally and just find 0 bugs.and slime stacks WHAT MORE COULD YOU NEED?",2024-07-23,238,76561197983594220,433340,Slime Rancher,327,0,1
15342,rpg,Starbound,2016-07-22,14.989999771118164,211820,Chucklefish,2016,sarge300491,211820,So fun and addicting!,2014-05-23,142,76561197971829766,211820,Starbound,155,0,1
26161,strategy,16bit Trader,2015-06-04,2.990000009536743,375460,Forever Entertainment S. A.,2015,starfleetbrat,375460,"That this game has (at the time of this review) more negative reviews than positive ones should tell you something. But that aside, from my own experience, I cannot recommend this game.I played for half an hour or so and found it really difficult if not impossible to make a profit on the goods I had. No matter what goods I bought, I could not sell them anywhere and end up with more money than I had before I started. Between the random prices, getting robbed, travel expenses... there is no way you can make money. One could probably forgive this (and the lack of 16-bit graphics and the bugs) if it was just a matter of the learning curve, but with 16bit Trader there is no learning curve. The game doesn't get better. It doesn't reward you for persevering. It's just broken and does not work as intended. Do not buy this game. Do not buy this game on sale. Do not accept it in a trade. Do not play this game even if you get it for free! That is how bad it is. Not even for free.  If this was a free game, I would still tell you not to play it. But it isn't free. So save your $2.99 and spend it on a better game.",2024-02-01,868,76561197971763633,375460,16bit Trader,208,0,0
382,adventure,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,2013-10-24,19.989999771118164,234670,CyberConnect2 Co. Ltd.,2013,76561198072541428,234670,Really good fighting game especially if you are naruto fans!,2014-11-14,300,76561198059582003,234670,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst,1067,0,1
17240,adventure,Assassin’s Creed® III,2012-11-20,19.989999771118164,208480,Ubisoft Montreal,2012,rick100,208480,"Este Assassins creed,el tercero se ambienta en america en los primeros tiempos de la revolucion que dentro de algun tiempo iba a cambiar el continente entero.Este juego se ubica en la revolucion americana donde manejamos a un indio tomahawk que se convierte en asesino para proteger a su pueblo e ayuda en eventos importantes de la revolucion.En cuanto a la historia la primera parte ocupa la historia de Haytam hasta el nacimiento de connor y recien en la otra parte jugamos con Connor hasta el final.La historia esta bien logradaEn cuanto a la parte de Desmond en el presente sigue buscando la clave para salvar al mundo y esta vez si recorre en algunos pocos escenarios como brasil.La jugabilidad esta mejorada en cuanto al parkour ya que es mas simple y no es nesesario estar pendiente de las teclas al mismo tiempo,el combate esta mejorado pero cuesta adapatarse y los graficos estan bien con mas expresiones de los personajes y mas detalles de los escenarios que son mas grandes,tiene misiones secundarias variadas y las batallas navales estan geniales.El multijugador esta bueno,yo no habia jugado hace tiempo uno asi,habia probado el de brotherhood pero este esta con algunas mejoras y lo pesimo es que hay microtransacciones.8.5/10",2015-02-19,300,76561198059582003,208480,Assassin's Creed  III,1029,0,1
23210,indie,"Papers, Please",2013-08-08,9.989999771118164,239030,3909,2013,76561198037160160,239030,"Great game, innoative and unique. If your a big indie games buff this game NEEDS to be in your collection.",2024-01-15,77,76561198059584657,239030,"Papers, Please",458,0,1
